date_order,city,store_type,store_name,total_cust,total_orders,quantity,total_sales,total_cost,profits
03-2023,Melbourne,Mall,Chocolate Store 2,439,439,1311,11178.42,6714.06,4464.35
05-2023,Melbourne,Mall,Chocolate Store 2,416,416,1282,10381.56,6190.24,4191.25
01-2024,Toronto,Retail,Chocolate Store 20,422,422,1280,11277.99,6786.8,4491.11
03-2023,Toronto,Retail,Chocolate Store 20,409,409,1156,9850.45,5862.18,3988.24
11-2024,Toronto,Retail,Chocolate Store 20,381,381,1135,9926.93,5911.71,4015.24
10-2023,Toronto,Retail,Chocolate Store 20,451,451,1355,11308.66,6790.74,4517.82
10-2024,Toronto,Retail,Chocolate Store 20,411,411,1220,10368.99,6206,4162.88
04-2023,Toronto,Retail,Chocolate Store 20,414,414,1247,10947.14,6558.04,4388.98
09-2024,Toronto,Retail,Chocolate Store 20,413,413,1206,10512.64,6281.96,4230.69
07-2023,Toronto,Retail,Chocolate Store 20,396,396,1172,10105.56,6070.98,4034.56
03-2024,Toronto,Retail,Chocolate Store 20,384,384,1132,9390.01,5645.02,3744.98
11-2023,Toronto,Retail,Chocolate Store 20,405,405,1210,10382.36,6227.56,4154.81
09-2023,Toronto,Retail,Chocolate Store 20,405,405,1187,9805.3,5877.99,3927.35
12-2023,Toronto,Retail,Chocolate Store 20,414,414,1245,10725.87,6474.98,4250.87
12-2024,Toronto,Retail,Chocolate Store 20,439,439,1348,11702.32,7027.88,4674.48
01-2023,Toronto,Retail,Chocolate Store 20,396,396,1145,9605.77,5704.82,3900.97
05-2023,Toronto,Retail,Chocolate Store 20,421,421,1272,11083.44,6562.17,4521.24
07-2024,Toronto,Retail,Chocolate Store 20,412,412,1263,10719.34,6473.92,4245.49
08-2024,Toronto,Retail,Chocolate Store 20,425,425,1272,11063.15,6683.83,4379.38
05-2024,Toronto,Retail,Chocolate Store 20,414,414,1228,10524.08,6353.31,4170.76
04-2024,Toronto,Retail,Chocolate Store 20,417,417,1268,10901.15,6585.35,4315.71
02-2024,Toronto,Retail,Chocolate Store 20,387,387,1138,9629.97,5811.75,3818.22
02-2023,Toronto,Retail,Chocolate Store 20,372,372,1123,9373.84,5619.12,3754.79
06-2023,Toronto,Retail,Chocolate Store 20,416,416,1269,11078.99,6725.65,4353.42
06-2024,Toronto,Retail,Chocolate Store 20,459,459,1385,11631.27,6945.98,4685.34
08-2023,Toronto,Retail,Chocolate Store 20,407,407,1216,10528.09,6226.26,4301.81
05-2024,Melbourne,Mall,Chocolate Store 21,414,414,1223,10313.35,6141.68,4171.68
11-2024,Melbourne,Mall,Chocolate Store 21,395,395,1197,9915.94,5910,4005.98
04-2023,Melbourne,Mall,Chocolate Store 21,383,383,1120,9682.86,5845.88,3837.02
09-2024,Melbourne,Mall,Chocolate Store 21,419,419,1276,10644.7,6389.54,4255.13
01-2024,Melbourne,Mall,Chocolate Store 21,393,393,1239,11097.03,6690.87,4406.18
06-2023,Melbourne,Mall,Chocolate Store 21,395,395,1165,9748.29,5852.5,3895.83
10-2024,Melbourne,Mall,Chocolate Store 21,451,451,1394,11966.18,7196.89,4769.25
05-2023,Melbourne,Mall,Chocolate Store 21,420,420,1308,11661.49,7138.16,4523.3
11-2023,Melbourne,Mall,Chocolate Store 21,402,402,1188,10151.38,6165.69,3985.77
02-2024,Melbourne,Mall,Chocolate Store 21,413,413,1252,10279.5,6166.32,4113.21
03-2023,Melbourne,Mall,Chocolate Store 21,426,426,1289,10963.05,6597.15,4365.92
02-2023,Melbourne,Mall,Chocolate Store 21,394,394,1154,10015.78,6083.12,3932.63
12-2023,Melbourne,Mall,Chocolate Store 21,395,395,1169,10274.78,6207.09,4067.7
07-2024,Melbourne,Mall,Chocolate Store 21,424,424,1323,11492.88,6896.84,4596.01
03-2024,Melbourne,Mall,Chocolate Store 21,421,421,1290,10942.5,6595.79,4346.75
01-2023,Melbourne,Mall,Chocolate Store 21,405,405,1213,10322.54,6133.11,4189.42
04-2024,Melbourne,Mall,Chocolate Store 21,419,419,1273,10538.28,6307.44,4230.93
06-2024,Melbourne,Mall,Chocolate Store 21,380,380,1072,9159.07,5459.37,3699.74
12-2024,Melbourne,Mall,Chocolate Store 21,408,408,1261,10714.74,6387.63,4327.04
09-2023,Melbourne,Mall,Chocolate Store 21,382,382,1166,10197.45,6134.66,4062.86
08-2023,Melbourne,Mall,Chocolate Store 21,433,433,1328,11540.07,6938.02,4602.08
10-2023,Melbourne,Mall,Chocolate Store 21,448,448,1343,11577.81,6930.84,4646.97
08-2024,Melbourne,Mall,Chocolate Store 21,418,418,1254,10692.67,6422.91,4269.92
07-2023,Melbourne,Mall,Chocolate Store 21,406,406,1204,10125.55,6012.59,4112.88
11-2023,Berlin,Retail,Chocolate Store 22,408,408,1179,10276.08,6153.7,4122.44
02-2024,Berlin,Retail,Chocolate Store 22,405,405,1156,9985.92,6032.2,3953.66
02-2023,Berlin,Retail,Chocolate Store 22,358,358,1083,9107.61,5456.09,3651.59
01-2024,Berlin,Retail,Chocolate Store 22,434,434,1274,11200.03,6715.01,4485
03-2023,Berlin,Retail,Chocolate Store 22,454,454,1393,11631.94,6942.8,4689.15
11-2024,Berlin,Retail,Chocolate Store 22,390,390,1140,9769.56,5829.09,3940.43
10-2024,Berlin,Retail,Chocolate Store 22,423,423,1293,10901.51,6513.27,4388.26
04-2023,Berlin,Retail,Chocolate Store 22,406,406,1239,10537.13,6336.79,4200.38
05-2024,Berlin,Retail,Chocolate Store 22,425,425,1302,10990.79,6657.03,4333.72
09-2024,Berlin,Retail,Chocolate Store 22,414,414,1236,10825.58,6464.49,4361.04
10-2023,Berlin,Retail,Chocolate Store 22,416,416,1222,10676.9,6446.14,4230.73
06-2023,Berlin,Retail,Chocolate Store 22,419,419,1227,10562.61,6349.79,4212.87
05-2023,Berlin,Retail,Chocolate Store 22,423,423,1283,10970.79,6613.28,4357.49
06-2024,Berlin,Retail,Chocolate Store 22,457,457,1357,11545.63,6918.79,4626.9
12-2024,Berlin,Retail,Chocolate Store 22,450,450,1364,11784.28,7076.11,4708.11
04-2024,Berlin,Retail,Chocolate Store 22,404,404,1195,10377.6,6151.55,4226.08
07-2023,Berlin,Retail,Chocolate Store 22,441,441,1343,11912.91,7104.2,4808.76
09-2023,Berlin,Retail,Chocolate Store 22,415,415,1267,10669.4,6454.84,4214.53
08-2023,Berlin,Retail,Chocolate Store 22,397,397,1129,9335.73,5582.32,3753.4
01-2023,Berlin,Retail,Chocolate Store 22,411,411,1232,10240.7,6150.39,4090.38
03-2024,Berlin,Retail,Chocolate Store 22,419,419,1281,10845.59,6466.68,4378.85
12-2023,Berlin,Retail,Chocolate Store 22,440,440,1335,11503.47,6897.81,4605.68
07-2024,Berlin,Retail,Chocolate Store 22,405,405,1170,9863.31,5909.35,3954.01
08-2024,Berlin,Retail,Chocolate Store 22,425,425,1306,11001.99,6573.45,4428.5
05-2024,London,Retail,Chocolate Store 23,430,430,1299,11297.24,6771.58,4525.6
04-2023,London,Retail,Chocolate Store 23,378,378,1151,9539.82,5784.35,3755.32
11-2024,London,Retail,Chocolate Store 23,418,418,1217,10871.38,6509.63,4361.74
10-2024,London,Retail,Chocolate Store 23,413,413,1171,9921.07,5985.59,3935.46
05-2023,London,Retail,Chocolate Store 23,398,398,1169,9958.31,5994.53,3963.76
08-2023,London,Retail,Chocolate Store 23,392,392,1175,10045.11,6006.64,4038.48
11-2023,London,Retail,Chocolate Store 23,413,413,1224,10298.06,6186.81,4111.29
03-2023,London,Retail,Chocolate Store 23,412,412,1225,10171.16,6161.6,4009.5
06-2023,London,Retail,Chocolate Store 23,414,414,1225,10558.51,6289.34,4269.19
02-2024,London,Retail,Chocolate Store 23,399,399,1137,9808.02,5915.56,3892.52
01-2023,London,Retail,Chocolate Store 23,455,455,1326,11422.82,6901.33,4521.62
02-2023,London,Retail,Chocolate Store 23,373,373,1158,9829.56,5925.41,3904.19
01-2024,London,Retail,Chocolate Store 23,410,410,1238,10388.99,6262.73,4126.27
03-2024,London,Retail,Chocolate Store 23,410,410,1256,10465.38,6327.32,4138.11
12-2023,London,Retail,Chocolate Store 23,436,436,1289,11169.38,6682.75,4486.61
10-2023,London,Retail,Chocolate Store 23,417,417,1224,10459.77,6320.79,4138.97
12-2024,London,Retail,Chocolate Store 23,410,410,1253,10867.61,6558.96,4308.65
04-2024,London,Retail,Chocolate Store 23,393,393,1152,9528.41,5717.53,3810.83
07-2024,London,Retail,Chocolate Store 23,401,401,1228,10427.67,6303.05,4124.73
09-2023,London,Retail,Chocolate Store 23,449,449,1371,11638.76,7062.73,4576.01
08-2024,London,Retail,Chocolate Store 23,414,414,1253,10722.79,6447.2,4275.68
07-2023,London,Retail,Chocolate Store 23,373,373,1143,9168.75,5496.75,3671.94
09-2024,London,Retail,Chocolate Store 23,440,440,1348,11307.6,6709.27,4598.34
06-2024,London,Retail,Chocolate Store 23,411,411,1271,11090.38,6735.74,4354.63
09-2023,Paris,Online,Chocolate Store 24,433,433,1308,11232.75,6760.35,4472.31
05-2023,Paris,Online,Chocolate Store 24,388,388,1151,10007.54,6007.23,4000.22
02-2024,Paris,Online,Chocolate Store 24,401,401,1214,10233.4,6125.64,4107.67
01-2023,Paris,Online,Chocolate Store 24,423,423,1263,10930.83,6538.66,4392.22
06-2024,Paris,Online,Chocolate Store 24,411,411,1241,10678.86,6370.66,4308.16
02-2023,Paris,Online,Chocolate Store 24,365,365,1147,9826.86,5868.27,3958.51
03-2023,Paris,Online,Chocolate Store 24,414,414,1252,10744.8,6366.47,4378.27
05-2024,Paris,Online,Chocolate Store 24,394,394,1222,10329.08,6114.35,4214.8
11-2023,Paris,Online,Chocolate Store 24,377,377,1104,9136.09,5472.18,3663.96
06-2023,Paris,Online,Chocolate Store 24,399,399,1197,10189.72,6087.29,4102.45
08-2023,Paris,Online,Chocolate Store 24,435,435,1289,10858.75,6542.75,4316.02
01-2024,Paris,Online,Chocolate Store 24,404,404,1210,10336.88,6191.44,4145.47
09-2024,Paris,Online,Chocolate Store 24,451,451,1344,11448.57,6853.53,4594.94
11-2024,Paris,Online,Chocolate Store 24,405,405,1212,10049.9,6038.2,4011.66
04-2023,Paris,Online,Chocolate Store 24,366,366,1082,9020.33,5435.19,3585.18
10-2024,Paris,Online,Chocolate Store 24,390,390,1150,9604.9,5780.22,3824.69
04-2024,Paris,Online,Chocolate Store 24,412,412,1209,10452.21,6323.15,4129.08
03-2024,Paris,Online,Chocolate Store 24,399,399,1211,10197.43,6111.57,4085.76
07-2023,Paris,Online,Chocolate Store 24,449,449,1386,11400.43,6830.26,4570.13
10-2023,Paris,Online,Chocolate Store 24,401,401,1165,9448.5,5642.74,3805.7
12-2024,Paris,Online,Chocolate Store 24,407,407,1182,9883.07,5916.3,3966.88
07-2024,Paris,Online,Chocolate Store 24,442,442,1348,11158.31,6735.3,4422.95
08-2024,Paris,Online,Chocolate Store 24,430,430,1258,11061.87,6639.69,4422.17
12-2023,Paris,Online,Chocolate Store 24,422,422,1228,10450.91,6310.86,4140.1
06-2024,Sydney,Airport,Chocolate Store 25,406,406,1278,11091.5,6618.91,4472.58
02-2024,Sydney,Airport,Chocolate Store 25,400,400,1228,10222.96,6152.61,4070.25
02-2023,Sydney,Airport,Chocolate Store 25,374,374,1136,9278.07,5598.59,3679.55
07-2024,Sydney,Airport,Chocolate Store 25,417,417,1245,11093.86,6658.28,4435.63
08-2024,Sydney,Airport,Chocolate Store 25,413,413,1253,10516.86,6367.61,4149.18
05-2024,Sydney,Airport,Chocolate Store 25,388,388,1128,9802.6,5902.04,3900.75
01-2023,Sydney,Airport,Chocolate Store 25,396,396,1126,9390.61,5632.61,3757.93
11-2023,Sydney,Airport,Chocolate Store 25,416,416,1226,10141.59,6071.91,4069.58
06-2023,Sydney,Airport,Chocolate Store 25,398,398,1201,10163.87,6113.13,4050.73
09-2023,Sydney,Airport,Chocolate Store 25,402,402,1235,10515.61,6318.22,4197.32
05-2023,Sydney,Airport,Chocolate Store 25,401,401,1226,10550.16,6343.4,4206.78
12-2024,Sydney,Airport,Chocolate Store 25,392,392,1207,10171.07,6201.45,3969.6
08-2023,Sydney,Airport,Chocolate Store 25,380,380,1111,9683.93,5844.69,3839.22
10-2023,Sydney,Airport,Chocolate Store 25,424,424,1287,10710.74,6479.82,4230.94
04-2024,Sydney,Airport,Chocolate Store 25,426,426,1265,11451.84,6875.23,4576.5
03-2023,Sydney,Airport,Chocolate Store 25,417,417,1240,10809.82,6494.79,4315.02
01-2024,Sydney,Airport,Chocolate Store 25,396,396,1213,10315.08,6142.16,4172.93
04-2023,Sydney,Airport,Chocolate Store 25,412,412,1261,10824.14,6457.96,4366.16
07-2023,Sydney,Airport,Chocolate Store 25,454,454,1344,11297.31,6795.24,4502.05
12-2023,Sydney,Airport,Chocolate Store 25,403,403,1172,10306.39,6194.54,4111.81
09-2024,Sydney,Airport,Chocolate Store 25,399,399,1154,10041.03,5977.4,4063.67
10-2024,Sydney,Airport,Chocolate Store 25,395,395,1144,10077.22,6047.02,4030.23
11-2024,Sydney,Airport,Chocolate Store 25,403,403,1181,10266.79,6173.36,4093.42
03-2024,Sydney,Airport,Chocolate Store 25,445,445,1323,11425.57,6792.35,4633.18
02-2023,London,Online,Chocolate Store 26,413,413,1313,11001.61,6613.11,4388.43
03-2024,London,Online,Chocolate Store 26,411,411,1236,10861.19,6512.49,4348.56
09-2024,London,Online,Chocolate Store 26,408,408,1249,10878.17,6467,4411.13
10-2024,London,Online,Chocolate Store 26,412,412,1291,10888.33,6488.88,4399.49
02-2024,London,Online,Chocolate Store 26,322,322,932,7755.13,4636.17,3118.96
10-2023,London,Online,Chocolate Store 26,422,422,1263,10611.82,6373.46,4238.44
05-2024,London,Online,Chocolate Store 26,439,439,1351,11561.72,6960.06,4601.69
03-2023,London,Online,Chocolate Store 26,416,416,1261,10929.17,6540.81,4388.36
01-2024,London,Online,Chocolate Store 26,416,416,1196,10072.63,6041.39,4031.22
11-2024,London,Online,Chocolate Store 26,394,394,1158,9945.12,5948.65,3996.42
06-2023,London,Online,Chocolate Store 26,368,368,1088,9034.27,5358.72,3675.61
04-2023,London,Online,Chocolate Store 26,403,403,1176,9800.55,5859.6,3940.94
04-2024,London,Online,Chocolate Store 26,388,388,1202,9989.13,6026.63,3962.49
08-2024,London,Online,Chocolate Store 26,429,429,1253,10568.94,6362.57,4206.25
07-2024,London,Online,Chocolate Store 26,384,384,1154,9908.97,5962.19,3946.82
07-2023,London,Online,Chocolate Store 26,456,456,1398,12109.86,7325.39,4784.48
05-2023,London,Online,Chocolate Store 26,413,413,1256,10691.64,6496.61,4195.01
09-2023,London,Online,Chocolate Store 26,398,398,1222,10205.4,6248.94,3956.43
11-2023,London,Online,Chocolate Store 26,412,412,1238,10507.36,6329.5,4177.77
12-2023,London,Online,Chocolate Store 26,375,375,1095,9632.87,5854.75,3778.08
01-2023,London,Online,Chocolate Store 26,437,437,1306,11398.56,6815.93,4582.62
12-2024,London,Online,Chocolate Store 26,414,414,1284,10981.83,6585.75,4396.12
06-2024,London,Online,Chocolate Store 26,408,408,1227,10217.55,6144.1,4073.43
08-2023,London,Online,Chocolate Store 26,459,459,1391,12008,7271.55,4736.41
12-2023,Sydney,Airport,Chocolate Store 27,422,422,1271,10501.91,6265.06,4236.91
07-2024,Sydney,Airport,Chocolate Store 27,450,450,1381,11749.75,7058.47,4691.37
08-2024,Sydney,Airport,Chocolate Store 27,387,387,1199,10537.58,6287.44,4250.16
10-2023,Sydney,Airport,Chocolate Store 27,461,461,1382,12037.79,7205.16,4832.67
04-2023,Sydney,Airport,Chocolate Store 27,399,399,1206,10209.52,6111.92,4097.67
03-2024,Sydney,Airport,Chocolate Store 27,420,420,1241,10100.23,6033.69,4066.58
11-2024,Sydney,Airport,Chocolate Store 27,418,418,1244,10948.32,6571.86,4376.43
12-2024,Sydney,Airport,Chocolate Store 27,428,428,1281,11045.23,6655.25,4389.97
07-2023,Sydney,Airport,Chocolate Store 27,392,392,1138,10018.13,6043.2,3974.99
10-2024,Sydney,Airport,Chocolate Store 27,379,379,1122,9385.63,5576.65,3808.92
04-2024,Sydney,Airport,Chocolate Store 27,411,411,1258,10532.76,6300.96,4231.77
11-2023,Sydney,Airport,Chocolate Store 27,450,450,1362,11561.59,6881.16,4680.54
01-2023,Sydney,Airport,Chocolate Store 27,406,406,1168,9899.8,5920.83,3978.95
03-2023,Sydney,Airport,Chocolate Store 27,450,450,1314,11364.8,6799.89,4564.81
05-2024,Sydney,Airport,Chocolate Store 27,418,418,1269,10873.44,6469.36,4404.01
01-2024,Sydney,Airport,Chocolate Store 27,443,443,1302,11048.97,6607,4441.95
09-2024,Sydney,Airport,Chocolate Store 27,427,427,1279,10789.92,6551.11,4238.88
02-2023,Sydney,Airport,Chocolate Store 27,377,377,1076,9005.8,5383.9,3621.98
05-2023,Sydney,Airport,Chocolate Store 27,448,448,1382,11831.78,7099.08,4732.6
08-2023,Sydney,Airport,Chocolate Store 27,450,450,1370,11634.94,6941.17,4693.77
09-2023,Sydney,Airport,Chocolate Store 27,435,435,1306,11175.88,6711.73,4464.12
06-2023,Sydney,Airport,Chocolate Store 27,399,399,1161,9938.07,5941.63,3996.44
06-2024,Sydney,Airport,Chocolate Store 27,402,402,1220,10114.44,6102.03,4012.4
02-2024,Sydney,Airport,Chocolate Store 27,390,390,1194,10122.16,6080.83,4041.34
06-2023,London,Mall,Chocolate Store 28,421,421,1276,10648.61,6377.02,4271.64
01-2023,London,Mall,Chocolate Store 28,437,437,1304,11290.13,6789.21,4500.92
08-2023,London,Mall,Chocolate Store 28,382,382,1145,9531.3,5779.19,3752.03
02-2024,London,Mall,Chocolate Store 28,348,348,1036,8723.98,5242.58,3481.33
11-2023,London,Mall,Chocolate Store 28,404,404,1165,9986.61,5965.37,4021.17
03-2023,London,Mall,Chocolate Store 28,411,411,1266,11116.81,6635.7,4481.09
01-2024,London,Mall,Chocolate Store 28,412,412,1249,10661.94,6401.7,4260.15
05-2024,London,Mall,Chocolate Store 28,437,437,1275,10784.04,6445.9,4338.14
10-2024,London,Mall,Chocolate Store 28,447,447,1305,10884.72,6516.63,4368.14
11-2024,London,Mall,Chocolate Store 28,420,420,1257,10455.51,6384.11,4071.39
05-2023,London,Mall,Chocolate Store 28,410,410,1223,10318.77,6242.88,4075.86
02-2023,London,Mall,Chocolate Store 28,407,407,1223,10014.62,5983.98,4030.68
04-2024,London,Mall,Chocolate Store 28,417,417,1257,10752.92,6428.92,4324.05
04-2023,London,Mall,Chocolate Store 28,427,427,1328,11144.26,6676.16,4467.98
09-2024,London,Mall,Chocolate Store 28,426,426,1263,10583.86,6421.45,4162.42
06-2024,London,Mall,Chocolate Store 28,411,411,1252,10545.36,6311.55,4233.76
07-2023,London,Mall,Chocolate Store 28,418,418,1229,10577.8,6362.48,4215.26
07-2024,London,Mall,Chocolate Store 28,451,451,1320,11164.46,6736.03,4428.42
09-2023,London,Mall,Chocolate Store 28,410,410,1231,10320.3,6143.25,4177.04
12-2024,London,Mall,Chocolate Store 28,418,418,1253,10546.94,6354.57,4192.42
08-2024,London,Mall,Chocolate Store 28,400,400,1270,10815.28,6415.92,4399.37
03-2024,London,Mall,Chocolate Store 28,423,423,1273,10994.2,6554.29,4439.88
10-2023,London,Mall,Chocolate Store 28,398,398,1166,9914.12,5995.99,3918.07
12-2023,London,Mall,Chocolate Store 28,427,427,1251,10994.62,6591.98,4402.63
04-2024,Melbourne,Online,Chocolate Store 29,365,365,1033,8765.65,5245.9,3519.84
12-2023,Melbourne,Online,Chocolate Store 29,392,392,1181,10163.14,6098.26,4064.99
01-2023,Melbourne,Online,Chocolate Store 29,404,404,1205,10116.6,6061.31,4055.26
03-2024,Melbourne,Online,Chocolate Store 29,441,441,1356,11651.48,6952.57,4698.85
08-2023,Melbourne,Online,Chocolate Store 29,437,437,1328,11647.22,6965.42,4681.91
09-2023,Melbourne,Online,Chocolate Store 29,411,411,1274,10679.19,6393.6,4285.54
09-2024,Melbourne,Online,Chocolate Store 29,437,437,1352,11303.44,6775.84,4527.66
10-2023,Melbourne,Online,Chocolate Store 29,421,421,1281,10953.6,6609.7,4343.95
07-2023,Melbourne,Online,Chocolate Store 29,393,393,1202,10042.78,6023.95,4018.85
06-2024,Melbourne,Online,Chocolate Store 29,378,378,1121,9183.38,5506.4,3676.9
12-2024,Melbourne,Online,Chocolate Store 29,448,448,1351,11857.49,7064.57,4792.96
11-2023,Melbourne,Online,Chocolate Store 29,379,379,1163,9584.28,5759.23,3825.09
04-2023,Melbourne,Online,Chocolate Store 29,366,366,1103,9267.45,5554.52,3712.8
05-2023,Melbourne,Online,Chocolate Store 29,431,431,1321,10993.67,6619.44,4374.19
05-2024,Melbourne,Online,Chocolate Store 29,413,413,1273,10980.4,6553.57,4426.79
06-2023,Melbourne,Online,Chocolate Store 29,387,387,1159,10025.92,6075.81,3950.06
10-2024,Melbourne,Online,Chocolate Store 29,385,385,1191,10449.63,6295.57,4154.11
08-2024,Melbourne,Online,Chocolate Store 29,412,412,1240,10597.99,6401.85,4196.09
07-2024,Melbourne,Online,Chocolate Store 29,423,423,1248,10474.7,6214.8,4259.91
02-2024,Melbourne,Online,Chocolate Store 29,394,394,1226,10715.13,6430.01,4285.19
02-2023,Melbourne,Online,Chocolate Store 29,387,387,1200,10330.83,6149.49,4181.3
03-2023,Melbourne,Online,Chocolate Store 29,426,426,1267,10733,6420.3,4312.66
01-2024,Melbourne,Online,Chocolate Store 29,418,418,1250,10578.85,6353.46,4225.44
11-2024,Melbourne,Online,Chocolate Store 29,394,394,1140,9973.47,6017.4,3956.02
08-2024,Berlin,Mall,Chocolate Store 3,389,389,1177,10010.78,6046.94,3963.84
07-2024,Berlin,Mall,Chocolate Store 3,434,434,1341,11057.94,6670.18,4387.74
01-2023,Berlin,Mall,Chocolate Store 3,448,448,1321,11378.78,6851.99,4526.71
10-2023,Berlin,Mall,Chocolate Store 3,414,414,1247,10509.36,6320.77,4188.52
12-2023,Berlin,Mall,Chocolate Store 3,429,429,1277,11095.02,6714.85,4380.08
09-2024,Berlin,Mall,Chocolate Store 3,450,450,1380,12190.73,7382.27,4808.4
08-2023,Berlin,Mall,Chocolate Store 3,420,420,1277,10620.97,6364.3,4256.6
09-2023,Berlin,Mall,Chocolate Store 3,394,394,1154,10107.29,6081.33,4025.94
04-2024,Berlin,Mall,Chocolate Store 3,401,401,1244,10699.23,6505.31,4193.8
06-2024,Berlin,Mall,Chocolate Store 3,402,402,1212,10123.98,6080.33,4043.71
06-2023,Berlin,Mall,Chocolate Store 3,416,416,1233,10347.47,6211.75,4135.74
05-2024,Berlin,Mall,Chocolate Store 3,415,415,1241,10453.07,6290.4,4162.74
10-2024,Berlin,Mall,Chocolate Store 3,407,407,1233,10664.5,6425.26,4239.22
04-2023,Berlin,Mall,Chocolate Store 3,398,398,1208,10276.17,6111.05,4165.08
03-2023,Berlin,Mall,Chocolate Store 3,461,461,1427,11974.35,7185.03,4789.32
05-2023,Berlin,Mall,Chocolate Store 3,421,421,1240,10720.7,6412.19,4308.49
